,result,text,clean
115,Negative,"@cryptgems1000x Banyak orang SONGONG bilang buat apa pilih Ganjar? All in Ganjar buat jadi ktua rt, nyadar gak yang mau lo pilih tu siapa klo selain Ganjar Mahfud yg berpengalaman, Prabowo jelas mengerikan tapi wakilnya kek gitu ga punya kredibilitas jg buat apa? Cuma buat makan gaji buta?""", cryptgems banyak orang songong bilang buat apa pilih ganjar all in ganjar buat jadi ktua rt nyadar gak yang mau lo pilih tu siapa klo selain ganjar mahfud yg berpengalaman prabowo jelas mengerikan tapi wakilnya kek gitu ga punya kredibilitas jg buat apa cuma buat makan gaji buta 
116,Positive,"@Melihat_Indo Selamat kepada Pak Ganjar! Kepercayaan dari Suku Adat Dayak bukan hanya sekadar penghargaan, tapi juga cerminan kesuksesan kepemimpinan yang inklusif dan mendukung berbagai kepentingan masyarakat. Sukses terus, Pak Ganjar!", melihat_indo selamat kepada pak ganjar kepercayaan dari suku adat dayak bukan hanya sekadar penghargaan tapi juga cerminan kesuksesan kepemimpinan yang inklusif dan mendukung berbagai kepentingan masyarakat sukses terus pak ganjar 
117,Positive,@Melihat_Indo Hebatnya Pak Ganjar bisa mendapat dukungan dari Kalimantan Timur. Ini menunjukkan bahwa kebijakan dan kepemimpinannya benar-benar diapresiasi oleh beragam lapisan masyarakat. Selamat atas penghargaannya!, melihat_indo hebatnya pak ganjar bisa mendapat dukungan dari kalimantan timur ini menunjukkan bahwa kebijakan dan kepemimpinannya benar benar diapresiasi oleh beragam lapisan masyarakat selamat atas penghargaannya 
118,Positive,@PDI_Perjuangan Adem bgt liat bu Atikoh..semoga lancar debatnya buat pak Ganjar dan pak Mahfud 🤟🤟, pdi_perjuangan adem bgt liat bu atikoh semoga lancar debatnya buat pak ganjar dan pak mahfud 
119,Positive,@ganjarpranowo Semakin yakin pak ganjar yang terbaik untuk perubahan yang lebih baik, ganjarpranowo semakin yakin pak ganjar yang terbaik untuk perubahan yang lebih baik
120,Positive,@Melihat_Indo Mantap! Kehormatan sebagai Warga Kehormatan oleh Suku Adat Dayak menunjukkan bahwa Pak Ganjar dihargai dan diakui oleh masyarakat adat. Semoga bisa terus berkontribusi positif., melihat_indo mantap kehormatan sebagai warga kehormatan oleh suku adat dayak menunjukkan bahwa pak ganjar dihargai dan diakui oleh masyarakat adat semoga bisa terus berkontribusi positif 
121,Positive,@ganjarpranowo Masyarakat sangat terbantu dengan aksi nyata pak ganjar, ganjarpranowo masyarakat sangat terbantu dengan aksi nyata pak ganjar
122,Positive,@ganjarpranowo Sangat bangga dengan pak Ganjar krna mau mendengarkan langsung keluh kesah rakyat, ganjarpranowo sangat bangga dengan pak ganjar krna mau mendengarkan langsung keluh kesah rakyat
123,Neutral,"@Melihat_Indo yang bisa meraih dukungan dari berbagai daerah, termasuk Kalimantan Timur. Selamat ya, Pak Ganjar!", melihat_indo yang bisa meraih dukungan dari berbagai daerah termasuk kalimantan timur selamat ya pak ganjar 
124,Positive,@ganjarpranowo Pak ganjar akan selalu memberikan yang terbaik untuk masyarakat, ganjarpranowo pak ganjar akan selalu memberikan yang terbaik untuk masyarakat
125,Positive,@Melihat_Indo Terima kasih untuk masyarakat Kalimantan Timur yang selalu mendukung pak Ganjar, melihat_indo terima kasih untuk masyarakat kalimantan timur yang selalu mendukung pak ganjar
126,Positive,@ganjarpranowo luar biasa hanya pak ganjar calon pemimpin yang selalu memberikan solusi disetiap permasalahan yang masyarakat alami ga kek kubu sebelah, ganjarpranowo luar biasa hanya pak ganjar calon pemimpin yang selalu memberikan solusi disetiap permasalahan yang masyarakat alami ga kek kubu sebelah
127,Positive,@Melihat_Indo Penyematan gelar warga kehormatan menunjukkan respek mendalam terhadap Ganjar Pranowo., melihat_indo penyematan gelar warga kehormatan menunjukkan respek mendalam terhadap ganjar pranowo 
128,Neutral,@Melihat_Indo Kedewasaan politik Ganjar tercermin dalam dukungan luas dari berbagai lapisan masyarakat., melihat_indo kedewasaan politik ganjar tercermin dalam dukungan luas dari berbagai lapisan masyarakat 
129,Negative,@UmarSyadatHsb__ Mau heran tapi ini lucu... Kedua kubu saling mengejek. Padahal mereka satu koloni. Kadrun kabeh.. 😀 Tetap ganjar md, umarsyadathsb__ mau heran tapi ini lucu kedua kubu saling mengejek padahal mereka satu koloni kadrun kabeh tetap ganjar md
130,Positive,@Melihat_Indo Dukungan ini menunjukkan pemahaman Ganjar terhadap keberagaman Indonesia., melihat_indo dukungan ini menunjukkan pemahaman ganjar terhadap keberagaman indonesia 
131,Positive,@Melihat_Indo Langkah Suku Adat Dayak membuktikan bahwa Ganjar Pranowo dihargai sebagai pemimpin yang peduli., melihat_indo langkah suku adat dayak membuktikan bahwa ganjar pranowo dihargai sebagai pemimpin yang peduli 
132,Neutral,@yusuf_dumdum Karena Prabowo bukan Jokowi. GANJAR MAHFUD yang paling tepat melanjutkan Program2 Jokowi., yusuf_dumdum karena prabowo bukan jokowi ganjar mahfud yang paling tepat melanjutkan program jokowi 
133,Positive,"@Melihat_Indo Keren banget, semangat terus untuk pak ganjar", melihat_indo keren banget semangat terus untuk pak ganjar
134,Positive,@Melihat_Indo Ganjar diangkat sebagai warga kehormatan sebagai pengakuan atas kontribusinya yang positif., melihat_indo ganjar diangkat sebagai warga kehormatan sebagai pengakuan atas kontribusinya yang positif 
135,Positive,"@ganjarpranowo Aminn,, Ganjar Mahfud M3nang total 2024. Sehat selalu Pak Ganjar", ganjarpranowo aminn ganjar mahfud nang total sehat selalu pak ganjar
136,Neutral,@Melihat_Indo Sikap inklusif Ganjar tercermin dalam dukungan yang diterimanya dari berbagai komunitas., melihat_indo sikap inklusif ganjar tercermin dalam dukungan yang diterimanya dari berbagai komunitas 
137,Negative,"Tidak usah mendegradasi marwah dan kewibawaan Jokowi sbg presiden dg cara spt itu @GunRomli, makanya staf kepresidenan yg masuk TPN Ganjar segera saja mundur, ngapain jg menteri2nya masih blm mundur jg,  kami curiga akn bnyk drama2 yg memojokan Jokowi. Curiga boleh kan bkn nuduh",tidak usah mendegradasi marwah dan kewibawaan jokowi sbg presiden dg cara spt itu gunromli makanya staf kepresidenan yg masuk tpn ganjar segera saja mundur ngapain jg menteri nya masih blm mundur jg kami curiga akn bnyk drama yg memojokan jokowi curiga boleh kan bkn nuduh
138,Positive,"Kang @GunRomli,  Kampanye ganjar selalu bertepatan dg kunjungan Jokowi, itu aku pribadi dan mungkin masyarakat yg lain curiga ada yg membocorkan jadwal2 Jokowi yg sdh terprogram, lalu diframing Jokowi nginthili kampanye ganjar, rakyat gak bego kang  https://t.co/havXvRA8Wx",kang gunromli kampanye ganjar selalu bertepatan dg kunjungan jokowi itu aku pribadi dan mungkin masyarakat yg lain curiga ada yg membocorkan jadwal jokowi yg sdh terprogram lalu diframing jokowi nginthili kampanye ganjar rakyat gak bego kang 
139,Positive,@NanangAR1f1n Keberhasilan Alam Ganjar membuktikan bahwa perjalanan panjang dimulai dari langkah pertama yang berani @Dinossoll  AlamJelajahSulsel, nanangar n keberhasilan alam ganjar membuktikan bahwa perjalanan panjang dimulai dari langkah pertama yang berani dinossoll alamjelajahsulsel
140,Positive,@Melihat_Indo Keputusan Suku Adat Dayak menegaskan bahwa Ganjar adalah pemimpin yang diterima dengan baik., melihat_indo keputusan suku adat dayak menegaskan bahwa ganjar adalah pemimpin yang diterima dengan baik 
141,Positive,@Melihat_Indo Wahh luar biasa pak Ganjar langsung di angkat sebagai warga kehormatan oleh suku adat dayak, melihat_indo wahh luar biasa pak ganjar langsung di angkat sebagai warga kehormatan oleh suku adat dayak
142,Positive,@Melihat_Indo Dukungan Suku Adat Dayak memperkuat citra Ganjar sebagai pemimpin yang merakyat., melihat_indo dukungan suku adat dayak memperkuat citra ganjar sebagai pemimpin yang merakyat 
143,Neutral,@christiti_26 @Kingcube12 @Chaves1305 Kenapa sakit hati ya karena Gibran tidak jadi cawapres nya Ganjar ? https://t.co/CkJtcQrLmU, christiti_ kingcube chaves kenapa sakit hati ya karena gibran tidak jadi cawapres nya ganjar 
144,Neutral,@hulwatt @mputaku188156 @Dennysiregar7 Pemimpin kita terbaik adalah pak ganjar mahfud, hulwatt mputaku dennysiregar pemimpin kita terbaik adalah pak ganjar mahfud
145,Negative,@kumparan rangkul siapapun itu pak Ganjar sudah tidak salah pilih dah ketika milih pak Ganjar 🤟, kumparan rangkul siapapun itu pak ganjar sudah tidak salah pilih dah ketika milih pak ganjar 
146,Positive,@Melihat_Indo Masyarakat semakin yakin untuk dukung Ganjar Mahfud menuju kemenangan, melihat_indo masyarakat semakin yakin untuk dukung ganjar mahfud menuju kemenangan
147,Negative,Banyak yang kayak gitu di Timeline gue. Sok Netral tapi nyerang Ganjar. Para Pemakan Bangkai.,banyak yang kayak gitu di timeline gue sok netral tapi nyerang ganjar para pemakan bangkai 
148,Neutral,"@porosotLeos1 @Dennysiregar7 @psi_id @prabowo @gibran_tweet @ganjarpranowo Itulah mereka... Pingin njatuhin pak ganjar, eh malah dia yg kepleset. Dia nggk tahu kalo kraton jogja itu malati"" nggk bisa dibuat Main2...""", porosotleos dennysiregar psi_id prabowo gibran_tweet ganjarpranowo itulah mereka pingin njatuhin pak ganjar eh malah dia yg kepleset dia nggk tahu kalo kraton jogja itu malati nggk bisa dibuat main 
149,Positive,@Melihat_Indo Wah keren banget ya pak ganjar bisa diangkat jadi warga kehormatan, melihat_indo wah keren banget ya pak ganjar bisa diangkat jadi warga kehormatan
150,Neutral,@devy_casanofa Baaarakallaaah 2024 Ganjar Mahfud presiden wkil presiden NKRI 🤲🤲🤲🤲🤲🙏, devy_casanofa baaarakallaaah ganjar mahfud presiden wkil presiden nkri 
151,Negative,@emerson_yuntho nggak bagus gitu om. kan kasihan dan nggak elok juga ganjar dibilang ganjar bokep., emerson_yuntho nggak bagus gitu om kan kasihan dan nggak elok juga ganjar dibilang ganjar bokep 
152,Positive,@Melihat_Indo Penghargaan yang sangat luar biasa dan membanggakan untuk pak Ganjar, melihat_indo penghargaan yang sangat luar biasa dan membanggakan untuk pak ganjar
153,Neutral,Ganjar serap aspirasi pedagang https://t.co/k85vfDnK6s,ganjar serap aspirasi pedagang 
154,Negative,@Melihat_Indo MasyaAllah makin banyak aja nih yang dukung pak Ganjar, melihat_indo masyaallah makin banyak aja nih yang dukung pak ganjar
155,Negative,"@Chaves1305 Seblum jadi gubernur dan sesudah jadi gubernur ganjar dan anis untuk rakyat tidak ada sama sekali, apalagi untuk negara. Contoh anis dan ganjar gaji gubernur aja di makan sendiri, jadi yg mereka lakukan buat rakyat tidak ada. 🤣😝😛😂", chaves seblum jadi gubernur dan sesudah jadi gubernur ganjar dan anis untuk rakyat tidak ada sama sekali apalagi untuk negara contoh anis dan ganjar gaji gubernur aja di makan sendiri jadi yg mereka lakukan buat rakyat tidak ada 
156,Neutral,@Chaves1305 Ganjar sudah membuat 1 juta orang miskin menjadi tidak miskin di Jateng dalam 10 tahun, chaves ganjar sudah membuat juta orang miskin menjadi tidak miskin di jateng dalam tahun
157,Positive,Ganjar disambut antusias masyarakat kalimantan https://t.co/zQZLG2sbm6,ganjar disambut antusias masyarakat kalimantan 
158,Neutral,Ganjar diberi slayer manik manik khas kalimantan timur https://t.co/iO1pLQVTC2,ganjar diberi slayer manik manik khas kalimantan timur 
159,Neutral,Ganjar pranowo pernah nonton metalica loh https://t.co/hzDOCh9duF,ganjar pranowo pernah nonton metalica loh 
160,Negative,@AHYS14P Keadilan pasti ada jalannya sendiri....kasihan Pak Ganjar. Buat tameng Pak Lurah, ahys keadilan pasti ada jalannya sendiri kasihan pak ganjar buat tameng pak lurah
161,Neutral,@Melihat_Indo Pilih Ganjar Mahfud aja yg udh pasti, melihat_indo pilih ganjar mahfud aja yg udh pasti
162,Neutral,Ganjar dorong pemanfaatan komoditas tambang https://t.co/KtjuclD5eE,ganjar dorong pemanfaatan komoditas tambang 
163,Negative,"@TheLadyJoker Intinya... Capres untuk kali ini hanya GANJAR - MAHFUD lah yang paling Clear and Clean...  Selain itu.. NKRI akan jalan ditempat, kalau tidak mundur seperti jaman Orba.  Berpikir lah sedikit cerdas, jangan terlalu lugu.", theladyjoker intinya capres untuk kali ini hanya ganjar mahfud lah yang paling clear and clean selain itu nkri akan jalan ditempat kalau tidak mundur seperti jaman orba berpikir lah sedikit cerdas jangan terlalu lugu 
164,Positive,@ganjarpranowo semoga pak ganjar di beri kesehatan di beri kelancaran dalam pemilu smpai bisa jadi presiden amin, ganjarpranowo semoga pak ganjar di beri kesehatan di beri kelancaran dalam pemilu smpai bisa jadi presiden amin
165,Positive,"@mputaku188156 @Melihat_Indo Waw amazinggg banget pak ganjar dimana mana selalu di angkat oleh masyarakat, toko adat setempat keren", mputaku melihat_indo waw amazinggg banget pak ganjar dimana mana selalu di angkat oleh masyarakat toko adat setempat keren
166,Positive,@Melihat_Indo Kita berjuang bersama pak Ganjar untuk lawan politik dinasti, melihat_indo kita berjuang bersama pak ganjar untuk lawan politik dinasti
167,Positive,@Melihat_Indo Semangat untuk pak ganjar dan pak mahfud gaspol kawal terooos, melihat_indo semangat untuk pak ganjar dan pak mahfud gaspol kawal terooos
168,Neutral,Ganjar adalah caores yang mendukung digitalisasi https://t.co/MaQQTjVNMT,ganjar adalah caores yang mendukung digitalisasi 
169,Neutral,@NanangAR1f1n Alam Ganjar menginspirasi pemuda Makassar untuk berani melangkah ke dunia bisnis @eonni__  AlamJelajahSulsel, nanangar n alam ganjar menginspirasi pemuda makassar untuk berani melangkah ke dunia bisnis eonni__ alamjelajahsulsel
170,Neutral,Ganjar dorong peningkatan sdm berdaya saing https://t.co/pyB6yiN1k9,ganjar dorong peningkatan sdm berdaya saing 
171,Positive,@ganjarpranowo demi memberikan solusi buat rakyat pak ganjar rela turun langsung aku suka pak ganjar yg blusukan, ganjarpranowo demi memberikan solusi buat rakyat pak ganjar rela turun langsung aku suka pak ganjar yg blusukan
172,Positive,@Melihat_Indo Ganjar Mahfud untuk Indonesia lebih baik, melihat_indo ganjar mahfud untuk indonesia lebih baik
173,Neutral,Ganjar serap aspirasi soal bbm bersama masyarakat bakikpapan https://t.co/IQYoewAcVR,ganjar serap aspirasi soal bbm bersama masyarakat bakikpapan 
174,Neutral,@mputaku188156 @Melihat_Indo Bismillah m3nang . Suara rakyat untuk pak ganjar mahfud, mputaku melihat_indo bismillah nang suara rakyat untuk pak ganjar mahfud
175,Neutral,Ganjar punya hobi naik gunung lohh https://t.co/a4VS2wPBGY,ganjar punya hobi naik gunung lohh 
176,Neutral,"Ganjar itu solutif, nggak kayak 02 ibu hamil dikasih asam sulfat yo modar https://t.co/IEFyI8bjYd",ganjar itu solutif nggak kayak ibu hamil dikasih asam sulfat yo modar 
177,Positive,@Melihat_Indo Pak ganjar memang sangat humble dan rendah hati wajar saja klo banyak yang menyukai nya, melihat_indo pak ganjar memang sangat humble dan rendah hati wajar saja klo banyak yang menyukai nya
178,Neutral,ganjar komitmen betikan kemufahan akses beasiswa https://t.co/2owcFDGDkK,ganjar komitmen betikan kemufahan akses beasiswa 
179,Positive,@ganjarpranowo Keren pak Ganjar benar2 sangat peduli dengan kami rakyat kecil, ganjarpranowo keren pak ganjar benar sangat peduli dengan kami rakyat kecil
180,Positive,@Melihat_Indo Semangat selalu pak Ganjar dukungan terus mengalir untuk kemenangan Ganjar Mahfud, melihat_indo semangat selalu pak ganjar dukungan terus mengalir untuk kemenangan ganjar mahfud
181,Positive,@ganjarpranowo nah bner nih pak ada bnyk solusi untuk rakyat pak Ganjar emng pling terbaik, ganjarpranowo nah bner nih pak ada bnyk solusi untuk rakyat pak ganjar emng pling terbaik
182,Positive,@AndyHuskyyy gokil pak ganjar, andyhuskyyy gokil pak ganjar
183,Positive,@Melihat_Indo Alhamdulillah ya semua pada senang dengan pak ganjar mahfud, melihat_indo alhamdulillah ya semua pada senang dengan pak ganjar mahfud
184,Negative,"@FatEmolga @strike_bravo_b iya, gw yg awalbya muak bgt ama pdip ampe mikir dikit, kayaknya ganjar ama pdip ga jahat2 bgt wkw", fatemolga strike_bravo_b iya gw yg awalbya muak bgt ama pdip ampe mikir dikit kayaknya ganjar ama pdip ga jahat bgt wkw
185,Negative,"@kangdede78 biasa bully anies selalu aman karena anies mmg ga peduli, tapi kali ini ganjar mahfud dan pdip, kita tunggu orang ini kepeleset jari, dan kita lihat kayak apa kalau bu mega sudah marah...", kangdede biasa bully anies selalu aman karena anies mmg ga peduli tapi kali ini ganjar mahfud dan pdip kita tunggu orang ini kepeleset jari dan kita lihat kayak apa kalau bu mega sudah marah 
186,Negative,Udah gosah malu2 dukung prabowo. Ngapain pakai tameng jokowi juga.  Pakai ngeles buzzer ganjar segala. Klean itu pilih capres apa pilih buzzer?   😁😁😁,udah gosah malu dukung prabowo ngapain pakai tameng jokowi juga pakai ngeles buzzer ganjar segala klean itu pilih capres apa pilih buzzer 
187,Positive,@Melihat_Indo Alkhamdulillah semoga jadi awal yg baik untuk pak ganjar dan pak mahfud, melihat_indo alkhamdulillah semoga jadi awal yg baik untuk pak ganjar dan pak mahfud
188,Positive,@ganjarpranowo Keren pak Ganjar fansnya kebanyakan bapack-bapack kalo disana😂, ganjarpranowo keren pak ganjar fansnya kebanyakan bapack bapack kalo disana 
189,Neutral,@officialinews_ pasangan Ganjar Mahfud menunjukkan komitmen yg teguh terhadap prinsip prinsip konstitusi dalam perjalanan mereka menuju pemilihan🔥, officialinews_ pasangan ganjar mahfud menunjukkan komitmen yg teguh terhadap prinsip prinsip konstitusi dalam perjalanan mereka menuju pemilihan 
190,Neutral,@ganjarpranowo pak ganjar turun langsung ke petani ini baru solusi pak ganjar bisa jdi presiden selanjutnya, ganjarpranowo pak ganjar turun langsung ke petani ini baru solusi pak ganjar bisa jdi presiden selanjutnya
191,Neutral,@YRadianto @Hasanudin @gibran_tweet Belimbing sayur lulusan SMK takut debat 🤣, yradianto hasanudin gibran_tweet belimbing sayur lulusan smk takut debat 
192,Positive,"@Melihat_Indo Saat sukses bersama, Ganjar mendapat apresiasi istimewa dari Suku Adat Dayak di Kalimantan Timur. Kini, sebagai Warga Kehormatan, perjalanan ini menjadi bukti sinergi yang kuat", melihat_indo saat sukses bersama ganjar mendapat apresiasi istimewa dari suku adat dayak di kalimantan timur kini sebagai warga kehormatan perjalanan ini menjadi bukti sinergi yang kuat
193,Negative,"@alextham878 Saya bukan pendukung Ganjar, malah Ganjar adalah capres yang tidak pernah saya pertimbangkan...tapi daripada nyinyir istri ganjar, mending istri capresmu aja suruh  ikut kampanye.........", alextham saya bukan pendukung ganjar malah ganjar adalah capres yang tidak pernah saya pertimbangkan tapi daripada nyinyir istri ganjar mending istri capresmu aja suruh ikut kampanye 
194,Neutral,"@PartaiSocmed maaf ya bukan pendukung itu paslon, tapi batal bukan sekedar karena pak ganjar dan pdip, banyak faktornya", partaisocmed maaf ya bukan pendukung itu paslon tapi batal bukan sekedar karena pak ganjar dan pdip banyak faktornya
195,Positive,"@Melihat_Indo Di bawah naungan dukungan hebat dari masyarakat Kalimantan Timur, Ganjar dihormati sebagai Warga Kehormatan oleh Suku Adat Dayak. Bersama, kita membangun kebersamaan yang tak tergoyahkan", melihat_indo di bawah naungan dukungan hebat dari masyarakat kalimantan timur ganjar dihormati sebagai warga kehormatan oleh suku adat dayak bersama kita membangun kebersamaan yang tak tergoyahkan
196,Neutral,"@xquitavee GANJAR MACHFUD MENANG SATU PUTARAN,,👍", xquitavee ganjar machfud menang satu putaran 
197,Negative,@sami86pilang Pagi 🌄🙋, sami pilang pagi 
198,Negative,"Prabowo itu status quo. Artinya IKN lanjut,  korban² kebiadaban rejim orson gabakal pernah dapet keadilan. Ganjar idem + partai terkorup. Anies ahlul hianat, pemaksa vaksin laknat.  Ga ada yg beres semua. Demikian, gw golput tanpa cela. Gosah lg nanya gw dukung siapa. Tabok nih!",prabowo itu status quo artinya ikn lanjut korban² kebiadaban rejim orson gabakal pernah dapet keadilan ganjar idem partai terkorup anies ahlul hianat pemaksa vaksin laknat ga ada yg beres semua demikian gw golput tanpa cela gosah lg nanya gw dukung siapa tabok nih 
199,Positive,"@Melihat_Indo Suku Adat Dayak mengangkat Ganjar sebagai Warga Kehormatan sebagai bentuk penghargaan atas dedikasinya dan dukungan besar dari warga Kalimantan Timur. Sukses bersama, bersatu dalam keberagaman", melihat_indo suku adat dayak mengangkat ganjar sebagai warga kehormatan sebagai bentuk penghargaan atas dedikasinya dan dukungan besar dari warga kalimantan timur sukses bersama bersatu dalam keberagaman
200,Positive,@Gus_Raharjo Wadas program pemerintah pusat &amp  bumn tp yg nanggung akibat ganjar yg dihujat dibuly..diintimidasi Ganjar pdhl ganjar memperjuangkan hak 2 warga wadas.., gus_raharjo wadas program pemerintah pusat amp bumn tp yg nanggung akibat ganjar yg dihujat dibuly diintimidasi ganjar pdhl ganjar memperjuangkan hak warga wadas 
201,Positive,@Melihat_Indo pengangkatan ini benar benar mencerminkam bahwa warga suku adat dayak memberikan dukungan pada pak ganjar, melihat_indo pengangkatan ini benar benar mencerminkam bahwa warga suku adat dayak memberikan dukungan pada pak ganjar
202,Neutral,@PUTRY_NUSANTARA Belimbing sayur takut debat maklum lulusan SMK kali🤣, putry_nusantara belimbing sayur takut debat maklum lulusan smk kali 
203,Positive,"@Melihat_Indo Tetap optimis pak Ganjar, semua mendukung mu", melihat_indo tetap optimis pak ganjar semua mendukung mu
204,Neutral,"@Melihat_Indo Penghormatan luar biasa! Ganjar diterima sebagai Warga Kehormatan oleh Suku Adat Dayak, mengukuhkan ikatan erat antara pemimpin dan masyarakat Kalimantan Timur dalam perjalanan pembangunan bersama", melihat_indo penghormatan luar biasa ganjar diterima sebagai warga kehormatan oleh suku adat dayak mengukuhkan ikatan erat antara pemimpin dan masyarakat kalimantan timur dalam perjalanan pembangunan bersama
205,Neutral,"@ganjarpranowo dari Kupang, lombok , Kendari ga ada rasa lelah pak ganjar kalau udah turun langsung ke rakyat", ganjarpranowo dari kupang lombok kendari ga ada rasa lelah pak ganjar kalau udah turun langsung ke rakyat
206,Positive,"@kumparan menjelang pemilu banyak hoaxs bertebaran, semangat terus pak ganjar kami selalu mendukungmu 👍🏻", kumparan menjelang pemilu banyak hoaxs bertebaran semangat terus pak ganjar kami selalu mendukungmu 
207,Positive,"@KompasTV Pak Ganjar siap menerima kritikan kok, gapapa. Pak Ganjar menanggapi dengan santai", kompastv pak ganjar siap menerima kritikan kok gapapa pak ganjar menanggapi dengan santai
208,Positive,"@FeniksFireBird Karena Ganjar Pakai Hati, pasti Menang", feniksfirebird karena ganjar pakai hati pasti menang
209,Neutral,@AntonKu73047372 @RizkiR4madani Gue pilih ganjar-  Mahfud  tapi anak gue pilih Prabowo- Gibran Seandainya ada Mahfud - Gibran pasti kami satu pilihan ☺☺☺, antonku rizkir madani gue pilih ganjar mahfud tapi anak gue pilih prabowo gibran seandainya ada mahfud gibran pasti kami satu pilihan 
210,Neutral,@SETYAKI22965702 Bagi Pak 🤟 #GanjarMahfud2024, setyaki bagi pak ganjarmahfud 
211,Positive,@Melihat_Indo Mantap nih pak ganjar semoga banyak lagi dukungan dukangan untuk pak ganjar dan pak mahfud, melihat_indo mantap nih pak ganjar semoga banyak lagi dukungan dukangan untuk pak ganjar dan pak mahfud
212,Positive,@ganjarpranowo mereka curhat banget yaa. tapi pak ganjar selalu senantiasa mendengarkan, ganjarpranowo mereka curhat banget yaa tapi pak ganjar selalu senantiasa mendengarkan
213,Positive,"@Melihat_Indo Mandau yang diberikan ke Pak Ganjar, menjadi simbol dari harapan warga agar Pak Ganjae diberikan kekuatan dan keberanian untuk  menjalankan tugas dengan amanah.", melihat_indo mandau yang diberikan ke pak ganjar menjadi simbol dari harapan warga agar pak ganjae diberikan kekuatan dan keberanian untuk menjalankan tugas dengan amanah 
214,Neutral,@DjohanLianto Lulusan SMK kali bener 🤣, djohanlianto lulusan smk kali bener 
215,Positive,@ganjarpranowo inilah sosok pemimpin yang sangat dekat dengan masyarakat luar biasa emg pak ganjar nih, ganjarpranowo inilah sosok pemimpin yang sangat dekat dengan masyarakat luar biasa emg pak ganjar nih
216,Positive,@Dennysiregar7 keren ya antusias mereka dukung pak ganjar, dennysiregar keren ya antusias mereka dukung pak ganjar
217,Negative,"@Duren___ Dia udh menagundurkan diri kali, yg blom mengundurkan diri justru stafsus yg dukung ganjar", duren___ dia udh menagundurkan diri kali yg blom mengundurkan diri justru stafsus yg dukung ganjar
218,Neutral,Politik Belimbing Sayur Ala @PDI_Perjuangan dan @psi_id   1. Bikin dua kubu Ganjar-Mahfud dan Prabowo-Gibran untuk pecahkan suara di pilpres 2024 ala PILKADES  2. Drama cakar-cakaran supaya terlihat serius menjadi lawan politik dan sesungguhnya mereka kakak-adik,politik belimbing sayur ala pdi_perjuangan dan psi_id bikin dua kubu ganjar mahfud dan prabowo gibran untuk pecahkan suara di pilpres ala pilkades drama cakar cakaran supaya terlihat serius menjadi lawan politik dan sesungguhnya mereka kakak adik
219,Positive,@ganjarpranowo rame dan sangat antusias sekali masyarakat yang ingin bertemu dengan pak ganjar, ganjarpranowo rame dan sangat antusias sekali masyarakat yang ingin bertemu dengan pak ganjar
220,Neutral,"@Chaves1305 Tujuan menjadi capres dan cawapres apa? Melayani rakyat sebaik-baiknya, agar bangsa dan negara unggul dan sejahtera. Maka langkah yg sebaik-baiknya dilakukan adalah mendengarkan sebanyak-banyaknya keinginan rakyat yg paling tak pernah didengarkan. Dan itu dilakukan Ganjar-Mahfud", chaves tujuan menjadi capres dan cawapres apa melayani rakyat sebaik baiknya agar bangsa dan negara unggul dan sejahtera maka langkah yg sebaik baiknya dilakukan adalah mendengarkan sebanyak banyaknya keinginan rakyat yg paling tak pernah didengarkan dan itu dilakukan ganjar mahfud
221,Positive,@Melihat_Indo Semangat pak Ganjar kami akan selalu bersamamu sampai pak Ganjar menjadi  presiden ., melihat_indo semangat pak ganjar kami akan selalu bersamamu sampai pak ganjar menjadi presiden 
222,Positive,@Melihat_Indo Memang pak Ganjar sangat membanggakan deh😍😍, melihat_indo memang pak ganjar sangat membanggakan deh 
223,Positive,@ganjarpranowo cuma pak ganjar yang mengerti bgt rakyat gmna  aku pendukung setia pak ganjar, ganjarpranowo cuma pak ganjar yang mengerti bgt rakyat gmna aku pendukung setia pak ganjar
224,Neutral,"@millyshafiq @ulinyusron @AishahGray Kalau awalnya sowan, ada pembicaraan sama partai pak Ganjar, dan pak Ganjar nya maka gak akan terjadi hal2 seperti itu.", millyshafiq ulinyusron aishahgray kalau awalnya sowan ada pembicaraan sama partai pak ganjar dan pak ganjar nya maka gak akan terjadi hal seperti itu 
225,Negative,Belimbing  sayur asam sulfat Malu-maluin jd cawapres ilegal Abak garam kosntitusi Ga malu nyawapres  https://t.co/H2lg8aKl8B,belimbing sayur asam sulfat malu maluin jd cawapres ilegal abak garam kosntitusi ga malu nyawapres 
226,Positive,@Melihat_Indo Gelang manik yang diberikan ke pak ganjar merupakan simbol ikatan kekeluargaan. Jadi kayaknya ini artinya pak ganjar bener-bener diterima dengan tangan terbuka di sana., melihat_indo gelang manik yang diberikan ke pak ganjar merupakan simbol ikatan kekeluargaan jadi kayaknya ini artinya pak ganjar bener bener diterima dengan tangan terbuka di sana 
227,Neutral,"Jadilah seperti pohon yang tumbuh dan berbuah lebat. Dilempar dengan batu, tetapi membalasnya dengan buah.  &lt &gt   #Gaza_Genocide Andai UNHCR NPWP alam ganjar dimana netralitas aparat Gomez Szobo abuya muhtadi Onana Asam Sulfat blackpink",jadilah seperti pohon yang tumbuh dan berbuah lebat dilempar dengan batu tetapi membalasnya dengan buah lt gt gaza_genocide andai unhcr npwp alam ganjar dimana netralitas aparat gomez szobo abuya muhtadi onana asam sulfat blackpink
